"","500","495","490","485","480","475","470","465","460","455","450","445","440","435","430","425","420","415","410","405","400","395","390","385","380","375","370","365","360","355","350","345","340","335","330","325","320","315","310","305","300","295","290","285","280","275","270","265","260","255","250","245","240"
"248.336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252.814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157148587750212,-0.0347114285211238
"257.296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148299345971931,-0.0245545865611103,-0.0249304188369416
"261.781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109130798757166,-0.0115659403768459,-0.00357437612168292,-0.0731558723580419
"266.271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776119329777198,-0.00860391997439142,-0.00625859589193006,-0.0881550645282099,-0.0928890912448632
"270.764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238673653443476,0.00481410319174128,0.00256752178444206,-0.0228463037017585,-0.111338949912296,-0.0343279020262277
"275.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219463324792134,0.0208269280030356,-3.45433062150513e-05,-0.0201609615887536,-0.0917023821398306,-0.0640980614034853,0.00108747773642397
"279.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553892989238736,0.0223858381812534,-0.000653660694129164,-0.00781722266702528,-0.0705012140884337,-0.0592228852577669,-0.00540909748600293,-0.0201397584965989
"284.264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512277023703184,-0.000738234734917916,-0.0025677411813818,-0.048113721030204,-0.0682722631048208,-0.00845244879382827,0.0163476847647384,-0.00147443468610463
"288.772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000497792440276534,-0.00037281384848787,-0.000965883410930325,-0.0231120761078696,-0.0617428943165639,-0.0132559421749428,0.00730001288945436,0.0173638211509356,0.0507778613102102
"293.283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00685992969114496,-0.000386575753064458,0.00199149754377218,-0.00779841964127273,-0.0536576120651661,-0.0210238868823499,0.00767026100520653,0.00130007070879355,0.0104610379460873,0.0227826001542256
