"","run3","run4","run5","run6"
"V1",c("Group001Sample0001BEM.dat", "Group002Sample0001BEM.dat", "Group003Sample0001BEM.dat", "Group004Sample0001BEM.dat", "Group005Sample0001BEM.dat", "Group006Sample0001BEM.dat", "Group007Sample0001BEM.dat"),c("Group001Sample0001BEM.dat", "Group002Sample0001BEM.dat", "Group003Sample0001BEM.dat"),c("Group001Sample0001BEM.dat", "Group002Sample0001BEM.dat", "Group003Sample0001BEM.dat", "Group004Sample0001BEM.dat", "Group005Sample0001BEM.dat", "Group006Sample0001BEM.dat"),c("Group001Sample0001BEM.dat", "Group002Sample0001BEM.dat", "Group003Sample0001BEM.dat", "Group004Sample0001BEM.dat", "Group005Sample0001BEM.dat", "Group006Sample0001BEM.dat")
"V2",c(3, -1, 0, -3, 5, 1, -6),c(-2, 2, 0),c(7, 1, 0, -1, -1, -6),c(6, 3, -3, 3, 0, -8)
