id_number,long_name,tank_number,treatment,inflow_table,date_time,date,time,fdom,fdom_conc,fdom_alt_name,fdom_cat,fdom_conc_norm,inflow
MOBEAST027,MOBEAST_T7_K_2024-06-02_1800,T7,Coral,Table 2,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.659199583436318,m_to_c,Humic,0.06931670757122399,0.589882875865094
MOBEAST027,MOBEAST_T7_K_2024-06-02_1800,T7,Coral,Table 2,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,0.820974909080176,bix,Humic,0.07981924552060804,0.741155663559568
MOBEAST027,MOBEAST_T7_K_2024-06-02_1800,T7,Coral,Table 2,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.506355768049089,hix,Humic,-0.21757966318426802,0.723935431233357
MOBEAST027,MOBEAST_T7_K_2024-06-02_1800,T7,Coral,Table 2,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0298766111036638,Phenylalanine,Proteinaceous,0.0174834370126197,0.0123931740910441
MOBEAST027,MOBEAST_T7_K_2024-06-02_1800,T7,Coral,Table 2,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,2.69473638334386,Fluvic Acid,Humic,0.62887376642106,2.0658626169228
MOBEAST027,MOBEAST_T7_K_2024-06-02_1800,T7,Coral,Table 2,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0247027438583745,lignin,Other,0.016576501962907837,0.00812624189546666
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.0088080073067399,UV-Humic,Humic,-8.118592189385303e-4,0.00961986652567843
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.0576029020931357,Tyrosine,Proteinaceous,0.026024997635666,0.0315779044574697
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.00692525748758567,Visible-Humic,Humic,0.0013129044500039206,0.00561235303758175
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.0115745375173169,Marine Humic,Humic,0.001357595068508301,0.0102169424488086
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.0361069012924762,Tryptophan,Proteinaceous,-0.028313467283897102,0.0644203685763733
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.598318289367904,m_to_c,Humic,0.04900003043651502,0.549318258931389
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,0.697553007313411,bix,Humic,-0.20062241662911007,0.898175423942521
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.641668716780974,hix,Humic,0.14363689356895704,0.498031823212017
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0363671273432839,Phenylalanine,Proteinaceous,0.005913744074038399,0.0304533832692455
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,2.30063745101818,Fluvic Acid,Humic,0.05708585521339016,2.24355159580479
MOBEAST028,MOBEAST_T8_C_2024-06-02_1800,T8,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.00429340282897968,lignin,Other,-0.03765502940034652,0.0419484322293262
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.00949622436249104,UV-Humic,Humic,-1.2364216318739088e-4,0.00961986652567843
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.143119748440901,Tyrosine,Proteinaceous,0.11154184398343131,0.0315779044574697
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.00916199039488146,Visible-Humic,Humic,0.0035496373572997094,0.00561235303758175
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.0122761953923963,Marine Humic,Humic,0.0020592529435877003,0.0102169424488086
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.196287269487803,Tryptophan,Proteinaceous,0.13186690091142972,0.0644203685763733
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.746321649503578,m_to_c,Humic,0.19700339057218907,0.549318258931389
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.48343189160331,bix,Humic,0.585256467660789,0.898175423942521
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.242153187051873,hix,Humic,-0.255878636160144,0.498031823212017
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0541522738954487,Phenylalanine,Proteinaceous,0.0236988906262032,0.0304533832692455
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,1.93159668333628,Fluvic Acid,Humic,-0.3119549124685099,2.24355159580479
MOBEAST029,MOBEAST_T9_K_2024-06-02_1800,T9,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0346279065377962,lignin,Other,-0.007320525691529994,0.0419484322293262
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.0113326800612577,UV-Humic,Humic,0.001712813535579269,0.00961986652567843
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.108853547149971,Tyrosine,Proteinaceous,0.07727564269250131,0.0315779044574697
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.0106022867384042,Visible-Humic,Humic,0.00498993370082245,0.00561235303758175
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.013722838044471,Marine Humic,Humic,0.0035058955956624,0.0102169424488086
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.134467579103283,Tryptophan,Proteinaceous,0.0700472105269097,0.0644203685763733
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.772601607921465,m_to_c,Humic,0.22328334899007607,0.549318258931389
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.34466685159939,bix,Humic,0.446491427656869,0.898175423942521
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.36198716929975,hix,Humic,-0.136044653912267,0.498031823212017
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0338857156769444,Phenylalanine,Proteinaceous,0.0034323324076988987,0.0304533832692455
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,2.12712857987709,Fluvic Acid,Humic,-0.11642301592770021,2.24355159580479
MOBEAST030,MOBEAST_T10_R_2024-06-02_1800,T10,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0624547434692155,lignin,Other,0.020506311239889302,0.0419484322293262
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.00546780633904299,UV-Humic,Humic,-0.0041520601866354406,0.00961986652567843
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.0681049289489991,Tyrosine,Proteinaceous,0.0365270244915294,0.0315779044574697
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.00545663285792053,Visible-Humic,Humic,-1.5572017966121975e-4,0.00561235303758175
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.00735085147634639,Marine Humic,Humic,-0.0028660909724622097,0.0102169424488086
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.0680973536985832,Tryptophan,Proteinaceous,0.0036769851222099026,0.0644203685763733
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.74231303345999,m_to_c,Humic,0.19299477452860103,0.549318258931389
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.1329896227316,bix,Humic,0.23481419878907905,0.898175423942521
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.350400339178703,hix,Humic,-0.147631484033314,0.498031823212017
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0194873186110343,Phenylalanine,Proteinaceous,-0.010966064658211202,0.0304533832692455
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,2.12011761732585,Fluvic Acid,Humic,-0.12343397847894,2.24355159580479
MOBEAST031,MOBEAST_T11_C_2024-06-02_1800,T11,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0476616478845649,lignin,Other,0.005713215655238704,0.0419484322293262
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.009966225964963,UV-Humic,Humic,3.4635943928456973e-4,0.00961986652567843
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.123325376031201,Tyrosine,Proteinaceous,0.09174747157373131,0.0315779044574697
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.00902057764122225,Visible-Humic,Humic,0.003408224603640501,0.00561235303758175
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.0134007919691916,Marine Humic,Humic,0.0031838495203830013,0.0102169424488086
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.117219892646601,Tryptophan,Proteinaceous,0.0527995240702277,0.0644203685763733
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.673137652010458,m_to_c,Humic,0.12381939307906908,0.549318258931389
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.17842597597393,bix,Humic,0.2802505520314089,0.898175423942521
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.305346507487696,hix,Humic,-0.19268531572432102,0.498031823212017
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0220383585952933,Phenylalanine,Proteinaceous,-0.0084150246739522,0.0304533832692455
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,1.52427042527438,Fluvic Acid,Humic,-0.7192811705304101,2.24355159580479
MOBEAST032,MOBEAST_T12_R_2024-06-02_1800,T12,CCA,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0656641478016466,lignin,Other,0.023715715572320405,0.0419484322293262
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.0136498337480532,UV-Humic,Humic,0.0040299672223747685,0.00961986652567843
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.120490442480545,Tyrosine,Proteinaceous,0.0889125380230753,0.0315779044574697
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.0134733101693858,Visible-Humic,Humic,0.007860957131804049,0.00561235303758175
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.016866409163455,Marine Humic,Humic,0.006649466714646399,0.0102169424488086
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.112516611421365,Tryptophan,Proteinaceous,0.0480962428449917,0.0644203685763733
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.798825051545581,m_to_c,Humic,0.24950679261419206,0.549318258931389
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.08790820206379,bix,Humic,0.18973277812126899,0.898175423942521
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.417771281563582,hix,Humic,-0.08026054164843499,0.498031823212017
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0343905439339923,Phenylalanine,Proteinaceous,0.003937160664746801,0.0304533832692455
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,1.65310190196627,Fluvic Acid,Humic,-0.59044969383852,2.24355159580479
MOBEAST033,MOBEAST_T13_A_2024-06-02_1800,T13,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0725953762954026,lignin,Other,0.030646944066076397,0.0419484322293262
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.00694874253422744,UV-Humic,Humic,-0.002671123991450991,0.00961986652567843
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.0780842005310253,Tyrosine,Proteinaceous,0.0465062960735556,0.0315779044574697
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.00746659721797775,Visible-Humic,Humic,0.001854244180396,0.00561235303758175
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.00903759122039181,Marine Humic,Humic,-0.0011793512284167893,0.0102169424488086
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.0453144036568589,Tryptophan,Proteinaceous,-0.019105964919514405,0.0644203685763733
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.826171159537579,m_to_c,Humic,0.27685290060619006,0.549318258931389
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,0.831293225511137,bix,Humic,-0.06688219843138399,0.898175423942521
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.512977060403122,hix,Humic,0.014945237191104965,0.498031823212017
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0,Phenylalanine,Proteinaceous,-0.0304533832692455,0.0304533832692455
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,1.59209378613139,Fluvic Acid,Humic,-0.6514578096734001,2.24355159580479
MOBEAST034,MOBEAST_T14_A_2024-06-02_1800,T14,Algae,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0123335629907121,lignin,Other,-0.029614869238614096,0.0419484322293262
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.0117718589686048,UV-Humic,Humic,0.0021519924429263693,0.00961986652567843
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.158665345074677,Tyrosine,Proteinaceous,0.1270874406172073,0.0315779044574697
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.0109411607582869,Visible-Humic,Humic,0.005328807720705151,0.00561235303758175
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.0156074596625037,Marine Humic,Humic,0.005390517213695101,0.0102169424488086
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.192750136986822,Tryptophan,Proteinaceous,0.12832976841044869,0.0644203685763733
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.70102124207776,m_to_c,Humic,0.15170298314637098,0.549318258931389
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.21046965270394,bix,Humic,0.312294228761419,0.898175423942521
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.253372565523791,hix,Humic,-0.244659257688226,0.498031823212017
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0550053115607561,Phenylalanine,Proteinaceous,0.0245519282915106,0.0304533832692455
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,1.73928034250018,Fluvic Acid,Humic,-0.5042712533046101,2.24355159580479
MOBEAST035,MOBEAST_T15_C_2024-06-02_1800,T15,Control,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.0874312138276777,lignin,Other,0.0454827815983515,0.0419484322293262
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_a,0.0150994295716038,UV-Humic,Humic,0.005479563045925369,0.00961986652567843
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_b,0.156160356833622,Tyrosine,Proteinaceous,0.12458245237615231,0.0315779044574697
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_c,0.015193018394023,Visible-Humic,Humic,0.00958066535644125,0.00561235303758175
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_m,0.0194140378043044,Marine Humic,Humic,0.0091970953554958,0.0102169424488086
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,coble_t,0.227201271988138,Tryptophan,Proteinaceous,0.1627809034117647,0.0644203685763733
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,m_to_c,0.782579005314104,m_to_c,Humic,0.233260746382715,0.549318258931389
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,bix,1.27440099129538,bix,Humic,0.37622556735285895,0.898175423942521
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,hix,0.292961892711701,hix,Humic,-0.20506993050031602,0.498031823212017
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fpeak,0.0275720406589553,Phenylalanine,Proteinaceous,-0.0028813426102902023,0.0304533832692455
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,fi,1.59831132130223,Fluvic Acid,Humic,-0.64524027450256,2.24355159580479
MOBEAST036,MOBEAST_T16_K_2024-06-02_1800,T16,Coral,Table 1,2024-06-02 18:00:00,2024-06-02,18:00:00,lignin,0.10599838585404,lignin,Other,0.0640499536247138,0.0419484322293262
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,coble_a,0.0120230422960719,UV-Humic,Humic,0,0.0120230422960719
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,coble_b,0.0680075539084787,Tyrosine,Proteinaceous,0,0.0680075539084787
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,coble_c,0.00662354364720263,Visible-Humic,Humic,0,0.00662354364720263
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,coble_m,0.0147200528243831,Marine Humic,Humic,0,0.0147200528243831
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,coble_t,0.223115769710553,Tryptophan,Proteinaceous,0,0.223115769710553
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,m_to_c,0.449967383013126,m_to_c,Humic,0,0.449967383013126
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,bix,1.18931939773617,bix,Humic,0,1.18931939773617
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,hix,0.215966010018194,hix,Humic,0,0.215966010018194
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,fpeak,0.0389082800437421,Phenylalanine,Proteinaceous,0,0.0389082800437421
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,fi,2.14970987146313,Fluvic Acid,Humic,0,2.14970987146313
MOBEAST037,MOBEAST_F1_Inflow_2024-06-03_0000,F1,Inflow,Table 1,2024-06-03,2024-06-03,00:00:00,lignin,0.120490760665248,lignin,Other,0,0.120490760665248
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,coble_a,0.0144786319062589,UV-Humic,Humic,0,0.0144786319062589
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,coble_b,0.07773474454504,Tyrosine,Proteinaceous,0,0.07773474454504
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,coble_c,0.00959074096869089,Visible-Humic,Humic,0,0.00959074096869089
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,coble_m,0.0175780785545105,Marine Humic,Humic,0,0.0175780785545105
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,coble_t,0.156530386015775,Tryptophan,Proteinaceous,0,0.156530386015775
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,m_to_c,0.54560803895315,m_to_c,Humic,0,0.54560803895315
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,bix,0.929369402686962,bix,Humic,0,0.929369402686962
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,hix,0.327321520074289,hix,Humic,0,0.327321520074289
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,fpeak,0.00985818028494469,Phenylalanine,Proteinaceous,0,0.00985818028494469
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,fi,2.2150152165697,Fluvic Acid,Humic,0,2.2150152165697
MOBEAST038,MOBEAST_F2_Inflow_2024-06-03_0000,F2,Inflow,Table 2,2024-06-03,2024-06-03,00:00:00,lignin,0.108496661871507,lignin,Other,0,0.108496661871507
MOBEAST039,MOBEAST_T1_A_2024-06-03_0000,T1,Algae,Table 1,2024-06-03,2024-06-03,00:00:00,coble_a,0.0113059040274191,UV-Humic,Humic,-7.171382686528005e-4,0.0120230422960719
