tank_number,treatment,inflow_table,date_time,date,time,org,conc_ul,outlier,time_string,date_string,date_time_string,conc_norm
F2,Inflow,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,463.927,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,11.597055555555585
F2,Inflow,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.997,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.14422222222222225
F2,Inflow,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,120.899,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.7632777777777733
T1,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,562.895,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,110.56505555555555
T1,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.98,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.16122222222222238
T1,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,99.218,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-20.917722222222224
T2,CCA,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,402.817,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-49.51294444444443
T2,CCA,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.817,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.3242222222222224
T2,CCA,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,93.617,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-26.518722222222223
T3,Control,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,469.784,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,17.454055555555556
T3,Control,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.363,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.22177777777777763
T3,Control,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,129.351,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,9.215277777777771
T4,Algae,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,615.917,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,163.5870555555556
T4,Algae,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.333,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.19177777777777782
T4,Algae,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,119.533,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.6027222222222264
T5,CCA,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,452.617,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.2870555555555825
T5,CCA,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.183,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.04177777777777747
T5,CCA,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,99.15,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-20.985722222222222
T6,Coral,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,407.583,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-44.74694444444441
T6,Coral,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.617,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.5242222222222224
T6,Coral,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,96.667,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-23.468722222222226
T7,Coral,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,494.942,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,42.61205555555557
T7,Coral,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.413,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.27177777777777745
T7,Coral,Table 2,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,131.581,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,11.445277777777761
T8,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,492.667,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,40.33705555555554
T8,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.067,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.07422222222222219
T8,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,135.7,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,15.564277777777761
T9,Coral,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,479.233,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,26.903055555555568
T9,Coral,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.417,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.27577777777777746
T9,Coral,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,124.4,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,4.264277777777778
T10,CCA,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,422.717,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-29.61294444444445
T10,CCA,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.783,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.35822222222222244
T10,CCA,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,104.867,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-15.268722222222223
T11,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,485.9,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,33.57005555555554
T11,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.833,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.6917777777777778
T11,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,133.683,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,13.547277777777765
T12,CCA,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,421.498,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-30.831944444444446
T12,CCA,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.714,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.4272222222222224
T12,CCA,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,109.368,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-10.767722222222233
T13,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,571.167,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,118.8370555555556
T13,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.833,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.3082222222222224
T13,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,115.45,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-4.685722222222225
T14,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,487.3,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,34.970055555555575
T14,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,1.633,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.5082222222222224
T14,Algae,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,100.7,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-19.435722222222225
T15,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,533,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,80.67005555555556
T15,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.8,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.6587777777777775
T15,Control,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,137.417,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,17.281277777777774
T16,Coral,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,459.85,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,7.520055555555587
T16,Coral,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.083,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.058222222222222175
T16,Coral,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,117.367,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-2.768722222222223
F1,Inflow,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,490.683,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.16877777777779102
F1,Inflow,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.733,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.012833333333333363
F1,Inflow,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,151.8,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-1.0371666666666783
F2,Inflow,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,491.117,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.2652222222222349
F2,Inflow,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.7,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.020166666666666666
F2,Inflow,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,154.467,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,1.6298333333333233
T1,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,566.206,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,75.35422222222223
T1,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.699,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.021166666666666667
T1,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,143.81,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-9.027166666666687
T2,CCA,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,343.75,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-147.10177777777778
T2,CCA,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.433,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.2871666666666666
T2,CCA,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,79.033,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-73.80416666666669
T3,Control,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,482.65,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-8.201777777777806
T3,Control,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.883,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.16283333333333339
T3,Control,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,141.333,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-11.504166666666691
T4,Algae,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,578.15,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,87.2982222222222
T4,Algae,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.833,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.11283333333333334
T4,Algae,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,142.983,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-9.854166666666686
T5,CCA,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,458.667,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-32.18477777777781
T5,CCA,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.7,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.020166666666666666
T5,CCA,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,121.317,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-31.520166666666697
T6,Coral,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,419.867,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-70.98477777777777
T6,Coral,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.483,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.23716666666666664
T6,Coral,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,108.117,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-44.720166666666685
T7,Coral,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,523.428,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,32.57622222222221
T7,Coral,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.765,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.04483333333333339
T7,Coral,Table 2,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,152.745,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.09216666666668516
T8,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,503.644,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,12.792222222222222
T8,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.732,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.011833333333333362
T8,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,161.148,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,8.310833333333306
T9,Coral,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,521.7,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,30.84822222222226
T9,Coral,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.8,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.07983333333333342
T9,Coral,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,138.133,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-14.70416666666668
T10,CCA,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,413.233,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-77.61877777777778
T10,CCA,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.533,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.1871666666666666
T10,CCA,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,112.333,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-40.50416666666669
T11,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,548.652,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,57.80022222222226
T11,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.865,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.14483333333333337
T11,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,165.957,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,13.119833333333304
T12,CCA,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,457.05,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-33.80177777777777
T12,CCA,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.817,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.09683333333333333
T12,CCA,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,136.633,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-16.20416666666668
T13,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,760.067,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,269.2152222222222
T13,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.833,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.11283333333333334
T13,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,147.183,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-5.654166666666697
T14,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,545.467,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,54.6152222222222
T14,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.55,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-0.17016666666666658
T14,Algae,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,106.367,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-46.470166666666685
T15,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,519.467,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,28.6152222222222
T15,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.967,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.24683333333333335
T15,Control,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,148.95,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-3.887166666666701
T16,Coral,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,het_bact,479.417,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-11.43477777777781
T16,Coral,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,pico_euk,0.8,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,0.07983333333333342
T16,Coral,Table 1,2024-06-03T00:00:00Z,2024-06-03,00:00:00,syn,140.883,not outlier,00:00:00,2024-06-03,2024-06-03 00:00:00,-11.95416666666668
T1,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,483.467,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,4.807666666666648
T1,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.633,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.7277777777777779
T1,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,84.883,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-12.663499999999999
T13,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,744.45,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,265.7906666666667
T13,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.967,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.3937777777777779
T13,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,83.4,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-14.146499999999989
