tank_number,treatment,inflow_table,date_time,date,time,org,conc_ul,outlier,time_string,date_string,date_time_string,conc_norm
F1,Inflow,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.583,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.15555555555555567
F1,Inflow,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,31.517,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.23955555555555819
F2,Inflow,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,457.933,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,18.69588235294117
F2,Inflow,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.983,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.24444444444444446
F2,Inflow,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,32.133,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.376444444444445
T1,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,501.4,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,62.16288235294115
T1,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.75,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.011444444444444368
T1,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,28.683,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-3.073555555555558
T2,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,425.225,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-14.012117647058801
T2,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.181,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.5575555555555556
T2,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,21.082,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-10.674555555555557
T3,Control,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,496.733,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,57.49588235294118
T3,Control,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.783,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.04444444444444429
T3,Control,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,33.117,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,1.3604444444444397
T4,Algae,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,579.733,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,140.49588235294112
T4,Algae,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.367,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.37155555555555564
T4,Algae,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,28.617,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-3.1395555555555568
T5,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,391.797,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-47.4401176470588
T5,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.181,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.5575555555555556
T5,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,23.544,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-8.212555555555557
T6,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,349,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-90.23711764705882
T6,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,0.8,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.9385555555555556
T6,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,22.367,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-9.389555555555557
T7,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,451.414,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,12.176882352941163
T7,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.431,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.3075555555555556
T7,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,30.882,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.8745555555555562
T8,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,413.394,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-25.84311764705882
T8,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.797,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.0584444444444443
T8,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,32.329,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.572444444444443
T9,Coral,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,413.333,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-25.904117647058797
T9,Coral,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.35,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.38855555555555554
T9,Coral,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,30.183,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-1.5735555555555578
T10,CCA,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,408.567,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-30.670117647058817
T10,CCA,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.533,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.2055555555555557
T10,CCA,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,30.55,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-1.206555555555557
T11,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,470.433,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,31.19588235294117
T11,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.617,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.12155555555555564
T11,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,35.75,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,3.9934444444444424
T12,CCA,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,424.55,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-14.687117647058813
T12,CCA,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.633,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.10555555555555562
T12,CCA,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,30.283,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-1.4735555555555564
T13,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.4,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.3385555555555557
T13,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,32.167,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,0.41044444444444395
T14,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,486.233,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,46.99588235294118
T14,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.317,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.4215555555555557
T14,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,27.95,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-3.8065555555555584
T15,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,552.8,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,113.56288235294113
T15,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.683,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.05555555555555558
T15,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,37.633,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,5.876444444444445
T16,Coral,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,het_bact,442.367,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,3.1298823529411948
T16,Coral,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,pico_euk,1.417,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-0.3215555555555556
T16,Coral,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,syn,29.467,not outlier,12:00:00,2024-06-04,2024-06-04 12:00:00,-2.289555555555559
F1,Inflow,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,484.083,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,25.296444444444433
F1,Inflow,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.817,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.09706666666666663
F1,Inflow,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,58.233,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,0.5421111111111117
F2,Inflow,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,419.035,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-39.75155555555557
F2,Inflow,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,5.025,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,0.11093333333333355
F2,Inflow,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,56.839,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.8518888888888867
T1,Algae,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,465.2,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,6.413444444444394
T1,Algae,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,54.983,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-2.7078888888888883
T2,CCA,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,416.117,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-42.669555555555576
T2,CCA,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,3.2,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-1.7140666666666666
T2,CCA,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,37.033,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-20.657888888888884
T3,Control,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,462.9,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,4.113444444444383
T3,Control,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.767,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.14706666666666646
T3,Control,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,53.35,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-4.340888888888884
T4,Algae,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,528.686,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,69.89944444444444
T4,Algae,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.393,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.521066666666667
T4,Algae,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,53.644,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-4.046888888888887
T5,CCA,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,408.983,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-49.80355555555559
T5,CCA,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,3.567,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-1.3470666666666666
T5,CCA,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,47.383,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-10.307888888888883
T6,Coral,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,394.767,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-64.0195555555556
T6,Coral,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,3.283,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-1.6310666666666669
T6,Coral,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,41.517,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-16.173888888888882
T7,Coral,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,463.661,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,4.874444444444407
T7,Coral,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.459,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.4550666666666672
T7,Coral,Table 2,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,55.707,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-1.9838888888888846
T8,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,438.819,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-19.967555555555577
T8,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.825,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.08906666666666663
T8,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,56.889,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.8018888888888824
T9,Coral,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,403.71,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-55.076555555555615
T9,Coral,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.775,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.13906666666666645
T9,Coral,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,57.637,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.05388888888888488
T10,CCA,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,363.3,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-95.48655555555558
T10,CCA,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,3.967,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.9470666666666667
T10,CCA,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,44.75,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-12.940888888888885
T11,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,408.433,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-50.3535555555556
T11,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.067,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.8470666666666666
T11,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,58.45,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,0.7591111111111175
T12,CCA,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,390.499,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-68.28755555555557
T12,CCA,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,3.461,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-1.453066666666667
T12,CCA,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,43.544,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-14.146888888888888
T13,Algae,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,437.317,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-21.469555555555587
T13,Algae,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,57.467,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.22388888888888658
T14,Algae,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,432.283,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-26.50355555555558
T14,Algae,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,58.3,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,0.6091111111111118
T15,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,422.1,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-36.68655555555557
T15,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.367,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.5470666666666668
T15,Control,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,57.017,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.6738888888888823
T16,Coral,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,het_bact,418.05,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-40.73655555555558
T16,Coral,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,pico_euk,4.133,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-0.7810666666666668
T16,Coral,Table 1,2024-06-06T12:00:00Z,2024-06-06,12:00:00,syn,53.183,not outlier,12:00:00,2024-06-06,2024-06-06 12:00:00,-4.5078888888888855
T13,Algae,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,het_bact,604.509,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,77.47446666666667
T13,Algae,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,pico_euk,2.097,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,-3.1070588235294117
T13,Algae,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,syn,103.161,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,-15.75566666666667
F1,Inflow,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,452.267,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-26.39233333333334
F1,Inflow,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,1.633,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,0.27222222222222214
F1,Inflow,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,102.317,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,4.770499999999998
F2,Inflow,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,520.133,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,41.4736666666667
F2,Inflow,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.933,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.4277777777777778
F2,Inflow,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,90.05,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-7.4964999999999975
T2,CCA,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,353.683,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-124.97633333333334
T2,CCA,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.517,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.8437777777777778
T2,CCA,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,50.333,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-47.213499999999996
T3,Control,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,448.067,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-30.59233333333333
T3,Control,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.733,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.6277777777777779
T3,Control,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,83.567,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-13.979500000000002
T4,Algae,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,573.817,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,95.15766666666667
T4,Algae,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.75,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.6107777777777779
T4,Algae,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,83.583,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-13.963499999999996
T5,CCA,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,441.617,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-37.04233333333332
T5,CCA,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.817,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.5437777777777779
T5,CCA,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,70.783,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-26.763499999999993
T6,Coral,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,418.317,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-60.34233333333333
T6,Coral,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.65,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.7107777777777778
T6,Coral,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,65.833,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-31.713499999999996
T7,Coral,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,518.983,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,40.32366666666661
T7,Coral,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.7,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.6607777777777779
T7,Coral,Table 2,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,87.583,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-9.963499999999996
T8,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,543.2,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,64.54066666666671
T8,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.95,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.4107777777777779
T8,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,95.333,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-2.2134999999999962
T9,Coral,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,498.483,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,19.823666666666668
T9,Coral,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.7,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.6607777777777779
T9,Coral,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,88.633,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-8.913499999999999
T10,CCA,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,466.007,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-12.652333333333331
T10,CCA,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.899,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.46177777777777784
T10,CCA,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,78.27,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-19.2765
T11,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,529.483,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,50.82366666666661
T11,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.917,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.4437777777777778
T11,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,93.233,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-4.313499999999991
T12,CCA,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,479.333,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,0.6736666666666906
T12,CCA,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,1.117,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.24377777777777787
T12,CCA,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,82.6,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-14.9465
T14,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,585.183,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,106.52366666666666
T14,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.85,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.5107777777777779
T14,Algae,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,74.217,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-23.329499999999996
T15,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,543.2,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,64.54066666666671
T15,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,1.05,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.3107777777777778
T15,Control,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,95.483,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-2.0634999999999906
T16,Coral,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,het_bact,523.517,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,44.85766666666672
T16,Coral,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,pico_euk,0.9,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-0.46077777777777784
T16,Coral,Table 1,2024-06-03T09:00:00Z,2024-06-03,09:00:00,syn,84.1,not outlier,09:00:00,2024-06-03,2024-06-03 09:00:00,-13.4465
F1,Inflow,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,het_bact,444.95,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-7.3799444444444475
F1,Inflow,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,pico_euk,2.233,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,0.09177777777777774
F1,Inflow,Table 1,2024-06-02T15:00:00Z,2024-06-02,15:00:00,syn,119.65,not outlier,15:00:00,2024-06-02,2024-06-02 15:00:00,-0.48572222222222194
