id_number,tank_number,treatment,inflow_table,date_time,date,time,fdom,fdom_conc,fdom_alt_name,fdom_cat,outlier,time_string,date_string,date_time_string,conc_norm
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,coble_m,0.0077888774689803,Marine Humic,Humic,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,-0.0015465582845617387
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,coble_t,0.0367614195979669,Tryptophan,Proteinaceous,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,-0.016361808033120345
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,m_to_c,0.503093841942747,m_to_c,Humic,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,0.01728077726673738
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,bix,0.748852905468443,bix,Humic,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,0.14121889966348267
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,hix,0.39616000242599,hix,Humic,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,-0.009704761606874224
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,fpeak,0.0379634173538985,Phenylalanine,Proteinaceous,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,0.005261383037058913
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,fi,1.90650117569898,Fluvic Acid,Humic,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,0.1614863326940006
MOBEAST011,T9,Coral,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,lignin,0.0114261563605953,lignin,Other,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,-0.02522054640714966
MOBEAST012,T10,CCA,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,coble_a,0.0140560833208588,UV-Humic,Humic,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,0.006094127417209863
MOBEAST012,T10,CCA,Table 1,2024-06-02T12:00:00Z,2024-06-02,12:00:00,coble_b,0.115350395723193,Tyrosine,Proteinaceous,not outlier,12:00:00,2024-06-02,2024-06-02 12:00:00,0.070592472977576
