id_number,tank_number,treatment,inflow_table,date,time,flowrate,variable,value,variable_cat,units,outlier,delta,inflow_avg
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,m_to_c,2.138995325831532,fDOM,R.U.,0,0.22996854513754195,1.90902678069399
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,bix,0.642964204961481,fDOM,R.U.,0,-0.030152869797618997,0.6731170747591
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,hix,0.377003790028423,fDOM,R.U.,0,-0.02964035782468355,0.40664414785310654
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,fpeak,0.0315181244940096,fDOM,R.U.,0,-0.0018430148690634016,0.033361139363073
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,fi,1.41412357518019,fDOM,R.U.,0,-0.3027434732545551,1.716867048434745
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,lignin,0.0159177853903355,fDOM,R.U.,0,-0.01810266368050945,0.03402044907084495
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,N_N,0.746,nutrients,µmol/L,0,-0.4615,1.2075
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,NO2,0.1199153959,nutrients,µmol/L,0,0.023476023415000005,0.096439372485
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,PO4,0.1320856665,nutrients,µmol/L,0,0.05150542886000001,0.08058023764
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,SiO2,0.9743968429,nutrients,µmol/L,0,-0.03015541509999997,1.004552258
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,NH3,0.5382108693,nutrients,µmol/L,0,0.05393037689999991,0.48428049240000004
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,NO3,0.6260846041,nutrients,µmol/L,0,-0.4849760234150001,1.1110606275150001
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,do_mg_l,4.47,residence time,NA,0,NA,NA
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,ta,2356.019,carbonate,NA,0,6.906499999999596,2349.1125
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,dic_mmol_kg,2013.167827839841,residence time,NA,0,NA,NA
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,ph,8.034008291834432,carbonate,NA,0,-0.0031399993118874647,8.03714829114632
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,AEGEAN-169_marine_group,0.0113,DNA,NA,0,-0.00405,0.015349999999999999
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Actinomarinaceae,0.0069,DNA,NA,0,-0.006999999999999999,0.0139
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Alcanivoracaceae,0.0038,DNA,NA,0,0.0038,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Alphaproteobacteria_unclassified,0.0087,DNA,NA,0,0.0087,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Alteromonadaceae,0.0118,DNA,NA,0,3.5000000000001e-4,0.01144999999999999
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Anaerolineae_unclassified,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Arcobacteraceae,0.0551,DNA,NA,0,0.0551,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Arctic97B-4_marine_group_fa,5e-4,DNA,NA,0,-0.002,0.0025
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Arenicellaceae,0,DNA,NA,0,-2.5e-4,2.5e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Bacteria_unclassified,1e-4,DNA,NA,0,1e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Bacteroidales_unclassified,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Bradymonadales_fa,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Campylobacterales_unclassified,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Cellvibrionaceae,3e-4,DNA,NA,0,-8.500000000000001e-4,0.00115
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Clade_I,0.0114,DNA,NA,0,-0.00595,0.01735
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Clade_II,0.003,DNA,NA,0,-0.0032000000000000006,0.006200000000000001
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Clade_IV,2e-4,DNA,NA,0,-2e-4,4e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Colwelliaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Cryomorphaceae,0.0039,DNA,NA,0,-0.00315,0.00705
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Cyanobiaceae,0.2854,DNA,NA,0,-0.15459999999999996,0.43999999999999995
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Cyclobacteriaceae,1e-4,DNA,NA,0,-1.9999999999999998e-4,3e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Deltaproteobacteria_unclassified,3e-4,DNA,NA,0,3e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Desulfuromonadaceae,7e-4,DNA,NA,0,7e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Ectothiorhodospiraceae,4e-4,DNA,NA,0,-8.000000000000001e-4,0.0012000000000000001
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Endozoicomonadaceae,4e-4,DNA,NA,0,-9.999999999999999e-5,5e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Flavobacteriaceae,0.03419999999999999,DNA,NA,0,-0.025850000000000012,0.06005
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Francisellaceae,6e-4,DNA,NA,0,6e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Gammaproteobacteria_unclassified,0.0012,DNA,NA,0,-0.0047499999999999955,0.005949999999999995
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Halieaceae,0.0053,DNA,NA,0,-0.015449999999999998,0.020749999999999998
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Halomonadaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Helicobacteraceae,0.0011,DNA,NA,0,0.0011,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Hyphomonadaceae,5e-4,DNA,NA,0,5e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Idiomarinaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,JGI_0000069-P22_fa,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,KI89A_clade_fa,0,DNA,NA,0,-3.0000000000000003e-4,3.0000000000000003e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Litoricolaceae,0.0028,DNA,NA,0,-0.0024,0.0052
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Marine_Group_II_fa,0.0072,DNA,NA,0,-0.030350000000000002,0.03755
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Marinifilaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Marinimicrobia_(SAR406_clade)_fa,0.003,DNA,NA,0,-0.0015500000000000002,0.00455
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Marinobacteraceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Marinomonadaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Methylophilaceae,0.0014,DNA,NA,0,-0.0012500000000000005,0.0026500000000000004
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Micavibrionaceae,1e-4,DNA,NA,0,1e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Microtrichaceae,0.0024,DNA,NA,0,-0.0010500000000000002,0.00345
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Moraxellaceae,0.001,DNA,NA,0,0.001,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,NS7_marine_group,5e-4,DNA,NA,0,-1.9999999999999998e-4,7e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,NS9_marine_group,0.0023,DNA,NA,0,-0.0035999999999999956,0.0058999999999999955
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Nannocystaceae,1e-4,DNA,NA,0,-2.5e-4,3.5e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Nitrincolaceae,0.0012,DNA,NA,0,-6.499999999999952e-4,0.001849999999999995
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Nitrosopumilaceae,0,DNA,NA,0,-3.5e-4,3.5e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,OM182_clade_fa,0.001,DNA,NA,0,-0.0036999999999999993,0.004699999999999999
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Oleiphilaceae,0,DNA,NA,0,-8.500000000000001e-4,8.500000000000001e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Oligoflexaceae,4e-4,DNA,NA,0,1.5000000000000001e-4,2.5e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Pirellulaceae,0.002,DNA,NA,0,-0.003149999999999995,0.005149999999999995
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Piscirickettsiaceae,1e-4,DNA,NA,0,-3.0000000000000003e-4,4e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Prolixibacteraceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Pseudoalteromonadaceae,0,DNA,NA,0,-4e-4,4e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Pseudohongiellaceae,4e-4,DNA,NA,0,-0.00155,0.00195
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Pseudomonadaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Puniceicoccaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Rhizobiaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Rhodobacteraceae,0.0557,DNA,NA,0,-0.0597,0.1154
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Rhodospirillaceae,5e-4,DNA,NA,0,5e-4,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Rubinisphaeraceae,5e-4,DNA,NA,0,-3.9999999999999996e-4,9e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,S25-593,2e-4,DNA,NA,0,-7.500000000000001e-4,9.500000000000001e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,SAR116_clade,0.0111,DNA,NA,0,-0.0323,0.0434
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,SAR202_clade_fa,0,DNA,NA,0,-3e-4,3e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,SAR324_clade(Marine_group_B)_fa,0,DNA,NA,0,-3.5e-4,3.5e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,SAR86_clade_fa,0.0172,DNA,NA,0,-0.016300000000000002,0.0335
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Saccharospirillaceae,0.0148,DNA,NA,0,-0.0036499999999999935,0.018449999999999994
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Saprospiraceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Sphingomonadaceae,0,DNA,NA,0,-5e-5,5e-5
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Spongiibacteraceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Stappiaceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Thalassospiraceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Thiomicrospiraceae,0,DNA,NA,0,0,0
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Vibrionaceae,0.026,DNA,NA,0,0.023649999999999997,0.00235
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,Woesearchaeia_fa,0,DNA,NA,0,-1e-4,1e-4
MOBEAST010,T8,Control,Table 2,2024-06-02,12:00:00,5.433333333333334,uncultured_fa,3e-4,DNA,NA,0,3e-4,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,het_bact,524.617,FCM,cell/µL,0,-6.691500000000019,531.3085
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,pico_euk,3.117,FCM,cell/µL,0,NA,NA
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,syn,119.467,FCM,cell/µL,0,0.6170000000000044,118.85
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,pro,14.9,FCM,cell/µL,0,-4.5585,19.4585
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,tot_bact,658.983,FCM,cell/µL,0,-10.63350000000014,669.6165000000001
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,cyano,134.36699999999996,FCM,cell/µL,0,-3.941500000000076,138.30850000000004
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,chla_conc,0.3944,chla,µg/L,0,0.3488,0.045599999999999995
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,tn_u_m,12.5645821880481,DOC,µmol/L,0,0.7128731250044495,11.85170906304365
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,coble_a,0.0064676241396417,fDOM,R.U.,0,-0.0013716480770416392,0.00783927221668334
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,coble_b,0.0753998902920884,fDOM,R.U.,0,0.03175993841215781,0.0436399518799306
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,coble_c,0.0039185362902906,fDOM,R.U.,0,-4.8446940046713034e-4,0.00440300569075773
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,coble_m,0.0077888774689803,fDOM,R.U.,0,-0.0013906062354882408,0.009179483704468541
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,coble_t,0.0367614195979669,fDOM,R.U.,0,-0.0155395066563241,0.052300926254291
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,m_to_c,1.9877007361855197,fDOM,R.U.,0,0.07867395549152967,1.90902678069399
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,bix,0.748852905468443,fDOM,R.U.,0,0.07573583070934298,0.6731170747591
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,hix,0.39616000242599,fDOM,R.U.,0,-0.010484145427116565,0.40664414785310654
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,fpeak,0.0379634173538985,fDOM,R.U.,0,0.0046022779908255,0.033361139363073
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,fi,1.90650117569898,fDOM,R.U.,0,0.189634127264235,1.716867048434745
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,lignin,0.0114261563605953,fDOM,R.U.,0,-0.02259429271024965,0.03402044907084495
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,N_N,0.982,nutrients,µmol/L,0,-0.22550000000000003,1.2075
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,NO2,0.131175985,nutrients,µmol/L,0,0.034736612515,0.096439372485
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,PO4,0.077,nutrients,µmol/L,0,-0.0035802376399999974,0.08058023764
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,NH3,1.110133478,nutrients,µmol/L,0,0.6258529856,0.48428049240000004
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,NO3,0.8508240149999999,nutrients,µmol/L,0,-0.2602366125150002,1.1110606275150001
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,ph_diff,0.02231372075038784,carbonate,NA,0,0.02231372075038784,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,delta_ta,1.7080000000000837,carbonate,NA,0,1.7080000000000837,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,do_mg_l,4.03,residence time,NA,0,NA,NA
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,ta,2344.891,carbonate,NA,0,-4.2215000000001055,2349.1125
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,dic_mmol_kg,1992.0031550310205,residence time,NA,0,NA,NA
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,ph,8.054811631526809,carbonate,NA,0,0.01766334038048889,8.03714829114632
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Alcanivoracaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Alteromonadaceae,0.1268,DNA,NA,0,0.11535000000000001,0.01144999999999999
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Alteromonadales_unclassified,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Anaerolineae_unclassified,0.003,DNA,NA,0,0.003,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Arcobacteraceae,0.0043,DNA,NA,0,0.0043,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Arctic97B-4_marine_group_fa,0,DNA,NA,0,-0.0025,0.0025
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Arenicellaceae,0.0018,DNA,NA,0,0.00155,2.5e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Bacteriovoracaceae,3e-4,DNA,NA,0,2.4999999999999995e-4,5e-5
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Bacteroidales_unclassified,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Bacteroidetes_BD2-2,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Bacteroidia_unclassified,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Bradymonadales_fa,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Campylobacterales_unclassified,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Campylobacteria_unclassified,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Cellvibrionaceae,0.0025,DNA,NA,0,0.00135,0.00115
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Clade_I,0,DNA,NA,0,-0.01735,0.01735
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Clade_II,0,DNA,NA,0,-0.006200000000000001,0.006200000000000001
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Clade_IV,0,DNA,NA,0,-4e-4,4e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Cryomorphaceae,0.0012,DNA,NA,0,-0.00585,0.00705
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Cyanobiaceae,0.1978,DNA,NA,0,-0.24219999999999994,0.43999999999999995
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Cyclobacteriaceae,0,DNA,NA,0,-3e-4,3e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Deltaproteobacteria_unclassified,7e-4,DNA,NA,0,7e-4,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Desulfovibrionaceae,0.001,DNA,NA,0,0.001,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Desulfuromonadaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Ectothiorhodospiraceae,0,DNA,NA,0,-0.0012000000000000001,0.0012000000000000001
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Endozoicomonadaceae,0.0012,DNA,NA,0,6.999999999999999e-4,5e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Flavobacteriaceae,0.0449,DNA,NA,0,-0.015149999999999997,0.06005
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Francisellaceae,5e-4,DNA,NA,0,5e-4,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Gammaproteobacteria_unclassified,9e-4,DNA,NA,0,-0.0050499999999999955,0.005949999999999995
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Halieaceae,0.0037,DNA,NA,0,-0.017049999999999996,0.020749999999999998
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Halomonadaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Helicobacteraceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Idiomarinaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,JGI_0000069-P22_fa,3e-4,DNA,NA,0,3e-4,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,KI89A_clade_fa,0,DNA,NA,0,-3.0000000000000003e-4,3.0000000000000003e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Kiritimatiellaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Leptotrichiaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Litoricolaceae,0.0072,DNA,NA,0,0.002,0.0052
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Marine_Group_II_fa,0,DNA,NA,0,-0.03755,0.03755
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Marinifilaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Marinilabiliaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Marinimicrobia_(SAR406_clade)_fa,4e-4,DNA,NA,0,-0.00415,0.00455
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Marinobacteraceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Marinomonadaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Methylophilaceae,0,DNA,NA,0,-0.0026500000000000004,0.0026500000000000004
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Micavibrionaceae,0.0013,DNA,NA,0,0.0013,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Microtrichaceae,0.0025,DNA,NA,0,-9.499999999999999e-4,0.00345
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Moraxellaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,NS7_marine_group,1e-4,DNA,NA,0,-6e-4,7e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,NS9_marine_group,0.0011,DNA,NA,0,-0.004799999999999995,0.0058999999999999955
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Nannocystaceae,0,DNA,NA,0,-3.5e-4,3.5e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Nitrincolaceae,0.0107,DNA,NA,0,0.008850000000000004,0.001849999999999995
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Nitrosopumilaceae,0,DNA,NA,0,-3.5e-4,3.5e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,OM182_clade_fa,0,DNA,NA,0,-0.004699999999999999,0.004699999999999999
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Oleiphilaceae,0.003,DNA,NA,0,0.00215,8.500000000000001e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Pirellulaceae,0.0017,DNA,NA,0,-0.0034499999999999947,0.005149999999999995
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Piscirickettsiaceae,0,DNA,NA,0,-4e-4,4e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Prolixibacteraceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Proteobacteria_unclassified,0.0033,DNA,NA,0,8.999999999999998e-4,0.0024000000000000002
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Pseudoalteromonadaceae,0.0046,DNA,NA,0,0.0042,4e-4
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Pseudohongiellaceae,0,DNA,NA,0,-0.00195,0.00195
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Pseudomonadaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Rhizobiaceae,3e-4,DNA,NA,0,3e-4,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Rhodospirillaceae,0,DNA,NA,0,0,0
MOBEAST011,T9,Coral,Table 1,2024-06-02,12:00:00,9,Rubinisphaeraceae,4e-4,DNA,NA,0,-5e-4,9e-4
