id_number,long_name,tank_number,treatment,inflow_table,date_time,date,time,npoc_u_m,npoc_u_m_norm,coble_a,coble_b,coble_c,coble_m,coble_t,m_to_c,bix,hix,fpeak,fi,lignin,ph,ph_inflow,ph_diff,ta,ta_inflow,delta_ta
MOBEAST071,MOBEAST_T15_C_2024-06-03_0600,T15,Control,Table 1,2024-06-03T06:00:00Z,2024-06-03,06:00:00,153.117636773877,78.0512376464323,0.00301492550588998,0.0059756948781218,0.00392161301483964,0.0033508275525145,0.068830899120077,0.13054501371040206,0.29100692600923894,-0.022172558105569,0.0548447574321225,0.3583263016057099,0.0290767545508777,8.013630116649967,8.011280151320806,0.0023499653291612,2339.474,2346.113,-6.638999999999669
MOBEAST072,MOBEAST_T16_K_2024-06-03_0600,T16,Coral,Table 1,2024-06-03T06:00:00Z,2024-06-03,06:00:00,91.2561299507939,16.18973082334921,-0.00140897888218133,-0.00962317446226869,6.011360331830704e-4,-0.00106108649787989,-0.012290752355431,0.11787160985525202,0.43469998366225393,-0.01315734204177998,0.0339649948611598,0.32011205556825995,0.0156573334148243,7.997565954219294,8.011280151320806,-0.01371419710151222,2339.202,2346.113,-6.9109999999996035
MOBEAST073,MOBEAST_F1_Inflow_2024-06-04_1200,F1,Inflow,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,89.3411707893795,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MOBEAST074,MOBEAST_F2_Inflow_2024-06-04_1200,F2,Inflow,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,92.1719799845138,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MOBEAST075,MOBEAST_T1_A_2024-06-04_1200,T1,Algae,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,97.3340438109352,7.992873021555695,5.632198642684704e-4,-0.0104105483328976,0.00283632741366964,6.040730173599504e-4,0.011343722788611,0.35804783805565804,0.328559770562057,0.04706709539095399,-0.0240760788276706,-0.07350029262572999,0.0101837323984159,NA,NA,NA,NA,NA,NA
MOBEAST076,MOBEAST_T2_R_2024-06-04_1200,T2,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,100.830925757866,8.658945773352201,-5.083009446658401e-4,-0.0187847975381743,0.0014610393063901,-0.00194111988172751,-9.267503163960036e-4,0.30377946031213404,0.06236170702019805,0.01313829568034796,-0.0165968740394457,-0.02685850682968005,-0.01679462516634938,NA,NA,NA,NA,NA,NA
MOBEAST077,MOBEAST_T3_C_2024-06-04_1200,T3,Control,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,87.0931752520669,-5.078804732446898,-0.00418637435701148,-0.0491201021852465,-0.00324182258867333,-0.00635173053192251,-0.0209337402194276,-0.05467610638271297,0.27460221998925805,-0.11621184514438204,-0.0242944698343049,0.03652367849458993,-0.0209947057021911,NA,NA,NA,NA,NA,NA
MOBEAST078,MOBEAST_T4_A_2024-06-04_1200,T4,Algae,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,103.744994046975,11.573014062461198,0.00163978287277154,0.0049307010976971,0.0026299103884039,0.00150207915208338,0.1194242984222959,0.168515164051178,0.594054290447019,-0.264220959385825,-8.03138790385502e-4,0.02821768902047994,0.0404150872163985,NA,NA,NA,NA,NA,NA
MOBEAST079,MOBEAST_T5_R_2024-06-04_1200,T5,CCA,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,90.8398344809212,-1.332145503592599,-0.00156921337858483,-0.0237630638387832,-3.8467315038109937e-4,-0.00351787326358246,0.0078026928181077,0.20715214908213703,0.28100067112110705,-0.13370211022586803,-0.0138146020642578,-0.33475212456205017,-0.00604722899605729,NA,NA,NA,NA,NA,NA
MOBEAST080,MOBEAST_T6_K_2024-06-04_1200,T6,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,95.8353801193935,3.663400134879709,-9.909497790743698e-4,-0.0118452234861143,-2.631413489744194e-4,-0.00278309356330429,0.03521883799535239,0.15262624511461703,0.5671842171660091,-0.18437019139398603,0.02363532614516019,0.2781181035970599,0.0371811808937615,NA,NA,NA,NA,NA,NA
MOBEAST081,MOBEAST_T7_K_2024-06-04_1200,T7,Coral,Table 2,2024-06-04T12:00:00Z,2024-06-04,12:00:00,95.0860482736227,2.914068289108897,-3.9841684807639943e-4,-0.0072080503056812,3.2500994399278e-4,-7.848794505122113e-4,0.0942308809019839,0.07770476987629299,1.054721394114059,-0.227819033171116,-0.0218021639719995,0.3570692545862897,0.0177135352444997,NA,NA,NA,NA,NA,NA
MOBEAST082,MOBEAST_T8_C_2024-06-04_1200,T8,Control,Table 1,2024-06-04T12:00:00Z,2024-06-04,12:00:00,94.9195300856736,5.578359296294096,3.0196210892716006e-4,-0.0011309634997072,3.0155066733210997e-4,7.962345501043699e-4,0.0152909330028441,-0.00780314712949398,0.187983794865775,-0.096179673213534,-0.054336407983549,0.24195553950661997,-0.00311872881178109,NA,NA,NA,NA,NA,NA
