Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	-8.85490023456332
500	252.814	14.9780484550488
500	257.296	34.5665658935911
500	261.781	27.5671903434188
500	266.271	-21.0192096560791
500	270.764	-13.3859669441354
500	275.26	18.7223796703209
500	279.76	1.82211610101267
500	284.264	2.31342732099367
500	288.772	-15.8320442526294
500	293.283	-15.6864678317578
500	297.797	6.07121010832531
500	302.315	12.4172914265236
500	306.837	24.2969552002309
500	311.362	-10.8945206944861
500	315.89	-13.3571125763875
500	320.422	9.91199072817007
500	324.958	11.2474999342406
500	329.496	-18.2030991000034
500	334.038	-12.563452289646
500	338.584	52.7508239323681
500	343.133	15.1323324535184
500	347.685	-15.7085442704801
500	352.24	1.06406306895747
500	356.799	-29.5342877005206
500	361.361	9.18255419281502
500	365.926	4.32599471912241
500	370.495	-23.1311128749889
500	375.067	-10.188936024298
500	379.641	-34.6063335139914
500	384.219	-17.4310135593009
500	388.801	12.3981168462216
500	393.385	49.3154740944791
500	397.972	-3.66224233745881
500	402.562	-9.71325935165988
500	407.156	1.74993218088994
500	411.752	-18.9339448231541
500	416.352	-24.1555849196871
500	420.954	-23.6658714908415
500	425.56	-17.9178503882008
500	430.168	-18.3763135590368
500	434.779	25.0980096769964
500	439.393	14.2547222082369
500	444.01	0.395003874326976
500	448.63	-8.83390962480201
500	453.253	5.69803457141703
500	457.878	-6.76252604196409
500	462.506	7.09877834501423
500	467.137	-15.8264048225209
500	471.771	16.4671464418221
500	476.407	-9.43292698608223
500	481.047	4.00077898386741
500	485.688	15.2530888565738
500	490.333	9.859293572022
500	494.979	353.941750288516
500	499.629	1930.01841068593
500	504.281	1342.00612206416
500	508.936	131.395617406248
500	513.593	-9.99317072854245
500	518.252	13.5420876831587
500	522.914	45.3169246802527
500	527.579	12.749873973627
500	532.245	-25.1364779990092
500	536.915	14.6530908673225
500	541.586	1.45233186125205
500	546.26	-9.07686555934205
500	550.936	-0.724801240982892
500	555.615	13.9349597105086
