Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	-10.8997482036492
500	252.814	-10.5701785098465
500	257.296	-4.29933268973958
500	261.781	-13.1167524665005
500	266.271	7.61738478793825
500	270.764	18.4267662706765
500	275.26	19.2821878644176
500	279.76	49.5844545254842
500	284.264	17.2532140507046
500	288.772	-23.3954782404501
500	293.283	-31.8108896225114
500	297.797	-15.1455682224103
500	302.315	16.3546042296433
500	306.837	-22.238555221971
500	311.362	-24.6784911127817
500	315.89	6.41340288872266
500	320.422	-21.7344514807192
500	324.958	-3.56499991233681
500	329.496	-5.70295375606101
500	334.038	48.0113534288404
500	338.584	18.2227435778549
500	343.133	0.519068895522129
500	347.685	-19.3264368676203
500	352.24	36.0135179756544
500	356.799	12.3216379758811
500	361.361	16.1755241938367
500	365.926	-39.4722352944348
500	370.495	24.6751605641018
500	375.067	5.88251644532231
500	379.641	-0.51345571804691
500	384.219	7.66429746410699
500	388.801	11.8621839449638
500	393.385	1.41957395348081
500	397.972	-2.2871276128944
500	402.562	-14.513066512275
500	407.156	-21.8072589303069
500	411.752	-9.8693390074215
500	416.352	-5.07148254118036
500	420.954	10.3501311695886
500	425.56	-29.6309406386803
500	430.168	-12.343479846095
500	434.779	-6.75828951815825
500	439.393	-11.0496134473746
500	444.01	-21.8449578357445
500	448.63	13.4022849891987
500	453.253	1.13501880871356
500	457.878	-13.8725147961361
500	462.506	-22.3039062936545
500	467.137	21.664139702274
500	471.771	24.0501720720761
500	476.407	-26.8212601190869
500	481.047	-28.8701082368425
500	485.688	15.9306767882788
500	490.333	-14.8082216310107
500	494.979	-35.2761661786826
500	499.629	-126.706099244246
500	504.281	-139.693276328651
500	508.936	14.5806664912687
500	513.593	-22.0968607526836
500	518.252	-17.7322415997213
500	522.914	-7.0517882698782
500	527.579	5.29384490310559
500	532.245	4.24334905584315
500	536.915	-20.9955501333923
500	541.586	10.0798936238102
500	546.26	1.8171510506118
500	550.936	31.3933776795788
500	555.615	4.39235953403212
