Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	-5.70570245170664
500	252.814	11.8052341279349
500	257.296	-35.0318851449502
500	261.781	18.7118083537314
500	266.271	-3.17264862111402
500	270.764	32.370469357516
500	275.26	33.5577681812938
500	279.76	-44.0918205594115
500	284.264	-14.9466352099553
500	288.772	-61.9611440646407
500	293.283	4.68486443029273
500	297.797	39.8433955475947
500	302.315	-1.98084848503803
500	306.837	-42.9542229892878
500	311.362	19.722647041719
500	315.89	-8.8675773309017
500	320.422	-23.689215095557
500	324.958	-1.53189664318956
500	329.496	27.9687066732714
500	334.038	26.5875446256745
500	338.584	-4.16232571443844
500	343.133	1.56212150522117
500	347.685	-10.9554405353423
500	352.24	-49.1917057474213
500	356.799	24.0734196537834
500	361.361	15.0777696242701
500	365.926	-11.8882677949729
500	370.495	-20.3640176086298
500	375.067	20.2954662947663
500	379.641	11.8349446323188
500	384.219	-2.55147294417264
500	388.801	27.633331523093
500	393.385	0.942995285836016
500	397.972	0.458222703947473
500	402.562	19.339276797147
500	407.156	-15.2541835305553
500	411.752	-27.4292543229659
500	416.352	-11.8133505195358
500	420.954	18.1870889610452
500	425.56	-27.5735514048476
500	430.168	-16.708509251227
500	434.779	42.8622923082999
500	439.393	14.5859498961259
500	444.01	6.23466934456716
500	448.63	-17.9788330298964
500	453.253	-35.1711911639238
500	457.878	5.62230165789784
500	462.506	11.1441364861238
500	467.137	31.5377681694883
500	471.771	2.19085022551162
500	476.407	49.2771452338177
500	481.047	28.8555477419575
500	485.688	53.470925522306
500	490.333	61.5168424125177
500	494.979	1086.34729598683
500	499.629	5140.40188637875
500	504.281	4115.37485186008
500	508.936	474.32326187585
500	513.593	32.0802722446641
500	518.252	43.2643432406164
500	522.914	5.64572928399033
500	527.579	-20.4358361719112
500	532.245	13.4046857988594
500	536.915	29.8754725349757
500	541.586	17.987204468301
500	546.26	-27.507545051356
500	550.936	11.6763150115966
500	555.615	5.48207484920198
500	560.296	10.272418083841
