Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	2.06261517121416
500	252.814	-11.1682775651832
500	257.296	-2.45308464701806
500	261.781	6.2298325822546
500	266.271	10.150688535375
500	270.764	-24.1056455150681
500	275.26	-17.9918559039845
500	279.76	-33.7846165213991
500	284.264	26.4256668805611
500	288.772	-1.599832825242
500	293.283	-8.84920974433199
500	297.797	20.154486485646
500	302.315	28.1767500344098
500	306.837	-17.2659765221783
500	311.362	31.0141441399111
500	315.89	22.6399267247108
500	320.422	41.424955878936
500	324.958	23.9018258589259
500	329.496	8.81249648714522
500	334.038	44.2957205937064
500	338.584	-10.8923717216057
500	343.133	-26.9690076418679
500	347.685	4.69910888034799
500	352.24	15.8601394404738
500	356.799	10.1461206105769
500	361.361	-11.2786544345311
500	365.926	-21.6084203077439
500	370.495	30.5006571612121
500	375.067	47.488857114647
500	379.641	-58.5877515189622
500	384.219	29.0594340061503
500	388.801	11.8310670187819
500	393.385	4.70818503094237
500	397.972	-42.4527144804063
500	402.562	-22.3901583891474
500	407.156	4.78928312564198
500	411.752	-3.85293849422861
500	416.352	-16.8563985942429
500	420.954	-25.5937436245335
500	425.56	2.4291051721894
500	430.168	-3.97544055471187
500	434.779	-7.13236800747159
500	439.393	12.1902208583239
500	444.01	8.16705262927598
500	448.63	20.2393329742096
500	453.253	10.5813958315423
500	457.878	-7.87817432136026
500	462.506	-0.0129321658831394
500	467.137	10.2237754527782
500	471.771	29.7300256800575
500	476.407	33.5663664839386
500	481.047	3.51584239821969
500	485.688	42.8857345830339
500	490.333	57.6375900064718
500	494.979	1112.23495595373
500	499.629	5299.76731670542
500	504.281	4270.00956016506
500	508.936	500.468993969056
500	513.593	-14.6542229507918
500	518.252	30.7627074770086
500	522.914	-8.12041993762952
500	527.579	12.6491053990812
500	532.245	17.9383464457978
500	536.915	5.31193314056928
500	541.586	-8.65620605008865
500	546.26	-13.3878281940881
500	550.936	-1.83539727531472
500	555.615	1.81438239591833
