Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	-18.1573332299327
500	252.814	21.1384814801742
500	257.296	16.6042489570779
500	261.781	14.9754030184869
500	266.271	7.60173355088358
500	270.764	-4.42398775528311
500	275.26	13.0583048771663
500	279.76	-10.2654815795921
500	284.264	12.0607859162153
500	288.772	22.2734835936797
500	293.283	2.6125144330231
500	297.797	14.1198799147429
500	302.315	9.41336555938765
500	306.837	-12.3408303121505
500	311.362	5.43043436739644
500	315.89	20.6902665893274
500	320.422	37.9787938449418
500	324.958	-1.02797821535633
500	329.496	2.57384243317755
500	334.038	38.0345944374637
500	338.584	14.5616436319359
500	343.133	19.7512312187702
500	347.685	3.64551739839418
500	352.24	3.16149167926441
500	356.799	-18.1970344240269
500	361.361	15.0783541644637
500	365.926	-23.7561886920665
500	370.495	-12.3379438983166
500	375.067	32.0265048142885
500	379.641	-17.4673607949386
500	384.219	-6.13677631057262
500	388.801	27.1531805859537
500	393.385	12.762977225744
500	397.972	-22.4009724078952
500	402.562	-3.50599298387982
500	407.156	24.4178715832106
500	411.752	17.586029629833
500	416.352	-6.3240069043157
500	420.954	-6.19657458076769
500	425.56	-17.8534858946494
500	430.168	1.99359654457347
500	434.779	11.9132416672683
500	439.393	-2.35798824508917
500	444.01	19.502791555753
500	448.63	30.2445701946056
500	453.253	22.6966272442288
500	457.878	-8.22268160219344
500	462.506	11.1608751025049
500	467.137	2.95868659444424
500	471.771	17.5317730159437
500	476.407	-1.38873159261235
500	481.047	-10.751680893695
500	485.688	67.6186491107838
500	490.333	35.599499515938
500	494.979	494.40952409699
500	499.629	3089.38996424067
500	504.281	3604.22428960273
500	508.936	535.009437201264
500	513.593	14.3214385641047
500	518.252	1.80193855683104
500	522.914	-8.79416163930572
500	527.579	10.9482971747667
500	532.245	-0.690283000011561
500	536.915	12.8220446462337
500	541.586	-24.0786262527763
500	546.26	1.82535581725831
500	550.936	3.66215020289801
500	555.615	24.4927892090295
500	560.296	12.1344835147946
