Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	-31.158737049331
500	252.814	14.9338739783971
500	257.296	-30.1157226611725
500	261.781	3.11551093471495
500	266.271	-6.35533559315318
500	270.764	6.96428282026124
500	275.26	-2.46750827539411
500	279.76	-35.0161245432528
500	284.264	13.8327172219455
500	288.772	-38.60054216463
500	293.283	-0.550974664446301
500	297.797	21.6795828719313
500	302.315	2.9739569804345
500	306.837	-25.6602072012531
500	311.362	26.1382061738513
500	315.89	6.41814976246786
500	320.422	36.5463773554719
500	324.958	45.3456887925436
500	329.496	24.8504031200119
500	334.038	15.6370126707693
500	338.584	5.20213408041699
500	343.133	-32.2401642910242
500	347.685	-12.517859009593
500	352.24	-20.6004360231268
500	356.799	-11.237169482044
500	361.361	19.3844596469911
500	365.926	2.69408890424242
500	370.495	-6.43410110458103
500	375.067	-39.027342534174
500	379.641	-22.1358149073597
500	384.219	-1.52488141690931
500	388.801	10.3434372848297
500	393.385	-15.6130834054649
500	397.972	-22.4195640909928
500	402.562	-2.63589882227692
500	407.156	-18.3223283786847
500	411.752	-42.0215466231871
500	416.352	7.60464996815032
500	420.954	14.0606648479437
500	425.56	-14.1850070142247
500	430.168	-8.35697456797131
500	434.779	-11.1280095546792
500	439.393	-0.00499074865068572
500	444.01	31.5979062242017
500	448.63	-6.87142363578863
500	453.253	-13.6103580515823
500	457.878	-28.8532079077264
500	462.506	10.4149319979438
500	467.137	20.922749043871
500	471.771	24.8246492997988
500	476.407	65.3108802857989
500	481.047	48.4076145826648
500	485.688	76.7014232694764
500	490.333	82.3191072769271
500	494.979	1423.76289971988
500	499.629	7459.11982502994
500	504.281	5768.45543353504
500	508.936	602.216610063333
500	513.593	22.8929788417574
500	518.252	20.6270266066533
500	522.914	2.15379076366452
500	527.579	-45.8248373269107
500	532.245	4.25321075752739
500	536.915	8.54889115812647
500	541.586	16.2212990227412
500	546.26	-2.50146682379931
500	550.936	0.0318078383274276
500	555.615	-4.73351688826034
