Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	20.3284139793402
500	252.814	-1.24737746500836
500	257.296	41.9986617402693
500	261.781	-8.14568129704931
500	266.271	7.65079814879769
500	270.764	75.2564237525285
500	275.26	18.1063670835787
500	279.76	-10.9220620480835
500	284.264	16.7537974463166
500	288.772	-13.6440311702132
500	293.283	15.1772775008229
500	297.797	-6.58501277792236
500	302.315	-9.45606858204785
500	306.837	2.4855513469921
500	311.362	10.8985587499222
500	315.89	32.1755717128311
500	320.422	-13.3831574735193
500	324.958	17.3947791469051
500	329.496	26.5402668449729
500	334.038	-2.09364480686291
500	338.584	-24.0418063082032
500	343.133	-4.18270010208837
500	347.685	-5.24745082227415
500	352.24	9.56681167849532
500	356.799	-17.2011154747944
500	361.361	12.4506182582622
500	365.926	-6.51036262496281
500	370.495	23.6887222248026
500	375.067	-4.30592683441255
500	379.641	10.3332823342932
500	384.219	17.4396747897
500	388.801	-8.42601120426099
500	393.385	33.217268090808
500	397.972	-11.4795211451251
500	402.562	-40.6243384099559
500	407.156	9.1898418174714
500	411.752	34.4515002465736
500	416.352	-9.74922083536739
500	420.954	-30.7290607958276
500	425.56	-17.9270617728511
500	430.168	5.59236291524552
500	434.779	-5.18568818069917
500	439.393	-5.5459565505072
500	444.01	-11.3588800072193
500	448.63	16.5286990137708
500	453.253	27.3625543678554
500	457.878	27.4669375457139
500	462.506	-22.7641301143987
500	467.137	-18.4256925755647
500	471.771	-9.151752297248
500	476.407	-17.4878682037263
500	481.047	26.7955368520287
500	485.688	2.52272494430825
500	490.333	26.1193138215636
500	494.979	204.836013258347
500	499.629	254.018438194886
500	504.281	-186.466136857143
500	508.936	-2.5110669598273
500	513.593	62.9786973381023
500	518.252	59.4622964306077
500	522.914	54.1617808015784
500	527.579	69.3898942511581
500	532.245	41.0880456350257
500	536.915	58.9435078087287
500	541.586	19.5014826144761
500	546.26	14.5425204434
500	550.936	28.568746908134
500	555.615	45.490900285285
500	560.296	18.7888074317984
