Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
500	248.336	-5.20058037703127
500	252.814	15.5799115523798
500	257.296	-1.236244970888
500	261.781	-7.51156541946437
500	266.271	-0.630655717945436
500	270.764	-37.5723278603177
500	275.26	11.210618060152
500	279.76	-12.1215471157509
500	284.264	2.88045494981042
500	288.772	7.63013188848815
500	293.283	-24.0399493383626
500	297.797	-5.05612876550864
500	302.315	-15.4037187199309
500	306.837	17.3374992897488
500	311.362	15.3362625064414
500	315.89	1.48918187813331
500	320.422	9.90108597630605
500	324.958	-17.8914642335237
500	329.496	-8.84270158318687
500	334.038	4.7004257701598
500	338.584	-54.7918687498067
500	343.133	10.9467602422932
500	347.685	-5.22639205375696
500	352.24	-29.1958904645489
500	356.799	20.3952839260294
500	361.361	11.8847765195771
500	365.926	-22.7562760475196
500	370.495	-30.1081653097357
500	375.067	-20.3535476312771
500	379.641	3.61134608804932
500	384.219	32.2840459765075
500	388.801	-7.9276457089851
500	393.385	-10.8861409389893
500	397.972	0.920226862035647
500	402.562	-7.93030003350068
500	407.156	30.1802167698435
500	411.752	8.60387250481485
500	416.352	24.1303730946857
500	420.954	-0.8317491104671
500	425.56	-25.6358663279276
500	430.168	-21.5487044728858
500	434.779	-1.59149279170422
500	439.393	5.53519617820998
500	444.01	13.68779860925
500	448.63	10.3627580386836
500	453.253	20.8746261588202
500	457.878	-12.0194361184332
500	462.506	1.12224397682562
500	467.137	-2.19798134643744
500	471.771	18.2689453591295
500	476.407	19.2812614927116
500	481.047	21.7238640250055
500	485.688	-32.6010512213876
500	490.333	29.4387101583915
500	494.979	150.536111041984
500	499.629	697.457513693667
500	504.281	468.292945681666
500	508.936	8.90688282376607
500	513.593	29.6909947163776
500	518.252	-6.03018248233688
500	522.914	20.1679939879918
500	527.579	-16.6066480660752
500	532.245	8.49759866335546
500	536.915	-4.63646351897434
500	541.586	20.9394260961142
500	546.26	2.90864560770223
500	550.936	12.0794293033889
500	555.615	-2.19725030918384
