"CobleA","CobleB","CobleC","CobleM","CobleT","Fpeak","Stedmon_D","Optical_Brighteners","dieselBandII","Petroleum","Lignin","BIX","HIX","FI","M_to_C","JP5_empirical","JP5_normalized","Diesel_Chen","sample","run_name","UniqueID"
0.00255283232084221,0.0190700264946188,0.000973435625843649,0.00599609272571885,0.0726549045998397,0,0.000103736824044949,0.000596868543149377,0,0.00433006699624034,0.155846035783288,2.19219946558332,0.242423014506694,1.96902714523902,0.162344992042622,2.52572017874226,0.187803087617015,9.30283932276439,"Group001Sample0001","run6","MilliQ_run6_1"
0.0333121873478664,0.0306813050845062,0.0311457119153379,0.0316371343214425,0.0145259036111469,0,0.0175914789853905,0.0243073631868263,0.0130641722941442,0.0356915124081929,0.0559297214388434,0.556421933937897,4.91030272442271,1.45570868837735,0.984466911537828,0.955730701901174,0.0253424036834187,6.90088465299133,"Group001Sample0002","run6","TAU824001"
0.0115117164487234,0.0659953143276541,0.0125253744280936,0.0146325713005861,0.0434087614513349,0.0159461232588588,0.00748587174577471,0.0102327241317232,0.00525595928460096,0.0159906759401493,0.0229016931333667,0.98017622180735,0.853466303222241,1.75696921281744,0.855992714526665,2.43363588298909,0.125619831566477,7.07037817654838,"Group001Sample0003","run6","TAU824002"
0.0140923345212782,0.0665446014352271,0.0147369535706791,0.0166973793209301,0.0174348196190017,0.0121817928898933,0.00836206034481311,0.011332789849363,0.00600501195905502,0.0180914133736055,0.0397057244918433,0.722979207420076,1.63823550471303,1.56446699610985,0.88259081185311,1.63266932620038,0.0825784266874895,5.659364395309,"Group001Sample0004","run6","TAU824003"
0.00697517636643723,0.0392681109742159,0.00727471950366644,0.0073165567528076,0,0.00110421732539093,0.00534563952037312,0.00547230820644418,0.00318090036550987,0.0110423340394161,0.0108881348709293,0.755548236911294,3.07085693516874,1.53440860077362,0.994281839046064,0.530591357532502,0.0546086484943838,2.50258420526867,"Group001Sample0005","run6","TAU824004"
0.011298845627087,0.0601386081878842,0.00945529389427399,0.01981227065946,0.0911332238430381,0.0261330126014668,0.00645138961612673,0.00771250937529472,0.00445486600942806,0.0156530239428645,0.120573972961957,1.40491274378838,0.597076648115275,1.67197899840255,0.477244332908366,3.67576163986583,0.156947923456328,11.0756916111712,"Group001Sample0006","run6","TAU824005"
0.0126491830244404,0.0657783436175359,0.013536764769396,0.0137163618377529,0.0144114730243803,0.0079142552580824,0.00740410160604992,0.0105216889020498,0.00564183345531511,0.0150706739602605,0.0231222876844932,0.768293801571432,1.37691146971307,1.7033900282833,0.986906362599551,1.41103403198967,0.0787768989278952,5.10719813416282,"Group001Sample0007","run6","TAU824006"
0.00987297029430998,0.0278065824175731,0.010719944653747,0.010201209766014,0.019352050851352,0,0.00618432847967141,0.00807158267205184,0.0043054300994377,0.0137078570164548,0.0111175278586299,0.849309989539523,1.49927947186636,1.58723410184153,1.05085033046386,1.19792931425993,0.0885991309368717,4.32076088836052,"Group002Sample0001","run6","TAU824007"
0.00867549368505671,0.0106186790400244,0.00925999028991253,0.00876007012004915,0.0148522936981452,0.0129625881942049,0.00543432953257476,0.00754589288949706,0.00419834546508274,0.0117745327600293,0.020416500336413,0.816249508467347,1.63867004402537,2.03355026020866,1.05706805573613,0.817961259750639,0.0690243132782117,3.37945211884877,"Group002Sample0002","run6","TAU824008"
0.0119837416668772,0.0202675415447307,0.0120185679458501,0.0127793518551698,0.0218771193024579,0.0252719062698683,0.00698472624771144,0.0104613595597484,0.00531817239732802,0.014602148717657,0.0126392447046949,0.840538746603614,1.27637668744525,1.79138650084595,0.94046772340712,1.17585745106161,0.0731320495909779,4.79083542506026,"Group002Sample0003","run6","TAU824009"
0.0152175340682104,0.0216465466917651,0.012926751895024,0.0273341096452236,0.0388404941185426,0,0.00387481239505893,0.00840120574945658,0.00358432904745308,0.00908954001152818,0.0428390076376545,0.696234968890085,0.806113313556336,2.40051211868344,0.472916515767429,1.71290253129322,0.0918850788071588,6.29586307722659,"Group002Sample0004","run6","TAU824010"
0.00973931889426885,0.0162240298592806,0.00904386092401948,0.0129495249517656,0.0155084334329974,0.00372898624472896,0.00385883768428889,0.00642208941227402,0.00406533604230028,0.0112961402031088,0,0.684703422938644,1.13044322540244,2.15956809493021,0.698393258262835,0.890309820265602,0.0765688177154188,3.52960648812898,"Group002Sample0005","run6","TAU824011"
0.0137687336090765,0.00942824388276581,0.0128857873613728,0.0205529793646875,0.0159704244513056,0,0.00458892377582443,0.00881508517701588,0.00337953688799213,0.010144586256804,0.0171210341476396,0.680170339144982,1.43694421466681,2.02252348998568,0.626954717013539,0.793507391762099,0.0495218786480436,4.19284976372411,"Group002Sample0006","run6","TAU824012"
0.0173060635679458,0.0208049297348734,0.0158821293368659,0.0324755163669318,0.0180191360615468,0.0274797022629334,0.005296472320334,0.00973619329891678,0.00343738763921389,0.0131379078789751,0.0171000250312096,0.595584216119732,1.21027649170386,2.57148839729333,0.48904932434078,1.03854996098306,0.053800698764985,5.52362513401392,"Group002Sample0007","run6","TAU824013"
0.0149241488493565,0.0508993358538481,0.014346796953774,0.0287066734143254,0.0215544573176404,0.0183702902399806,0.00453310521634028,0.00833713549373623,0.00336770612562296,0.0109408127219431,0,0.604295350281931,1.2889687341794,3.00023880667505,0.499772187000062,1.46593614550478,0.0742528746687564,6.20511051245842,"Group003Sample0001","run6","TAU824014"
0.0207769044091624,0.0553566495741981,0.0194992110763578,0.0382518562410923,0.0140639145518191,0.0203719068058334,0.00412407437827638,0.0107646034611113,0.00299971886887072,0.0119426585439402,0.0167580854425803,0.581690136831883,1.0231241689478,2.69248280666318,0.509758557949682,1.42398202292693,0.0603336111628688,7.05458010047355,"Group003Sample0002","run6","TAU824015"
0.0872251720058651,0.0735161526566629,0.0711314991370464,0.198457977895836,0.0231790694777263,0.0417916821842188,0.00443562328784942,0.0266398689581255,0.00339395142788797,0.0159649131249589,0.0454519307298064,0.52054100109855,1.53830317107335,4.1936335535741,0.358420960906803,1.88707555970133,0.0262542650963763,16.614129491392,"Group003Sample0003","run6","TAU824016"
0.0140579472659425,0.0519331703456024,0.0137057594105223,0.0264732624971776,0.0131976586478978,0.0281772670725562,0.00224287214001708,0.00670896867311562,0.00209229670202411,0.0078413304425935,0.0135130792707398,0.578410138846496,0.845065638445772,2.83799076546697,0.517720829156721,1.27733642992194,0.0725449297283959,6.04177243606664,"Group003Sample0004","run6","TAU824017"
0.0157803548417654,0.0386404988684257,0.0160963391442165,0.0205563614279303,0.0112079668358082,0,0.00706473843557024,0.011925382952793,0.00546032502011196,0.0137444826623817,0.00588079962633358,0.79085797382704,2.18046155717003,1.70329816443633,0.783034449002544,0.983358963626836,0.0480261518269403,5.10789531619491,"Group003Sample0005","run6","TAU824018"
0.0387853054987184,0.036689887483652,0.0363287438869181,0.0363286870813813,0.028974333556387,0.00421244443800027,0.0210023719497773,0.029067241995693,0.0156773253162989,0.0431912097398957,0.031129000592364,0.562421769352688,3.13827870458637,1.54928545721545,1.0000015636551,1.61565277681636,0.0351633645966232,9.47473630280416,"Group003Sample0006","run6","TAU824019"
